02108,09:23:23.0000000,2011-11-10,2011-11-11,52,10,-6,
02108,09:23:23.0000000,2011-11-10,2011-11-13,61,10,-2,
02108,09:32:39.0000000,2011-11-11,2011-11-12,52,0,-1,
02108,09:32:39.0000000,2011-11-11,2011-11-14,65,20,-3,
02108,01:23:41.0000000,2011-11-12,2011-11-13,63,0,0,
02108,01:23:41.0000000,2011-11-12,2011-11-15,61,50,-6,
02108,10:06:42.0000000,2011-11-13,2011-11-14,65,10,-3,
02108,10:06:42.0000000,2011-11-13,2011-11-16,59,30,0,
02108,00:28:38.0000000,2011-11-14,2011-11-15,63,20,-4,
02108,00:28:38.0000000,2011-11-14,2011-11-17,47,20,-9,
02108,06:29:17.0000000,2011-11-15,2011-11-16,59,60,0,
02108,06:29:17.0000000,2011-11-15,2011-11-18,47,10,2,
02108,15:30:07.0000000,2011-11-16,2011-11-17,49,50,-7,
02108,15:30:07.0000000,2011-11-16,2011-11-19,54,0,1,
02108,08:21:41.0000000,2011-11-17,2011-11-18,49,0,4,
02108,08:21:41.0000000,2011-11-17,2011-11-20,58,10,-8,
02108,03:16:08.0000000,2011-11-18,2011-11-19,56,0,3,
02108,03:16:08.0000000,2011-11-18,2011-11-21,50,20,-9,
02108,20:07:08.0000000,2011-11-19,2011-11-20,63,10,-3,
02108,20:07:08.0000000,2011-11-19,2011-11-22,47,30,1,
02108,12:50:57.0000000,2011-11-20,2011-11-21,47,0,-12,
02108,12:50:57.0000000,2011-11-20,2011-11-23,49,80,1,
02108,11:05:39.0000000,2011-11-21,2011-11-22,47,10,1,
02108,11:05:39.0000000,2011-11-21,2011-11-24,45,0,-1,
02108,04:50:27.0000000,2011-11-22,2011-11-23,52,100,4,
02108,04:50:27.0000000,2011-11-22,2011-11-25,54,0,-7,
02108,13:24:04.0000000,2011-11-23,2011-11-24,43,0,-3,
02108,13:24:04.0000000,2011-11-23,2011-11-26,56,10,-7,
02108,18:36:46.0000000,2011-11-24,2011-11-25,59,0,-2,
02108,18:36:46.0000000,2011-11-24,2011-11-27,63,10,8,
02108,08:50:38.0000000,2011-11-25,2011-11-26,61,0,-2,
02108,08:50:38.0000000,2011-11-25,2011-11-28,58,70,-9,
02108,09:44:29.0000000,2011-11-26,2011-11-27,56,0,1,
02108,09:44:29.0000000,2011-11-26,2011-11-29,58,30,-8,
02108,09:51:56.0000000,2011-11-27,2011-11-28,63,0,-4,
02108,09:51:56.0000000,2011-11-27,2011-11-30,54,50,-10,
02108,10:34:55.0000000,2011-11-28,2011-11-29,63,20,-3,
02108,10:34:55.0000000,2011-11-28,2011-12-01,52,10,3,
02108,06:42:07.0000000,2011-11-29,2011-11-30,58,40,-6,
02108,06:42:07.0000000,2011-11-29,2011-12-02,50,10,0,
02108,10:36:31.0000000,2011-11-30,2011-12-01,49,0,0,
02108,10:36:31.0000000,2011-11-30,2011-12-03,49,0,4,
02108,06:31:04.0000000,2011-12-01,2011-12-02,49,20,-1,
02108,06:31:04.0000000,2011-12-01,2011-12-04,52,10,-1,
02108,08:17:47.0000000,2011-12-02,2011-12-03,43,0,-2,
02108,08:17:47.0000000,2011-12-02,2011-12-05,58,20,-5,
02108,12:14:07.0000000,2011-12-03,2011-12-04,54,0,1,
02108,12:14:07.0000000,2011-12-03,2011-12-06,63,60,2,
02108,11:56:35.0000000,2011-12-04,2011-12-05,58,10,-5,
02108,11:56:35.0000000,2011-12-04,2011-12-07,45,20,-14,
02108,09:31:32.0000000,2011-12-05,2011-12-06,59,80,-2,
02108,09:31:32.0000000,2011-12-05,2011-12-08,45,20,-1,
02108,23:49:33.0000000,2011-12-06,2011-12-07,49,50,-10,
02108,23:49:33.0000000,2011-12-06,2011-12-09,43,10,-9,
02108,10:31:56.0000000,2011-12-07,2011-12-08,45,20,-1,
02108,10:31:56.0000000,2011-12-07,2011-12-10,45,10,-2,
02108,12:16:40.0000000,2011-12-08,2011-12-09,47,0,-5,
02108,12:16:40.0000000,2011-12-08,2011-12-11,40,0,2,
02108,09:03:44.0000000,2011-12-09,2011-12-10,43,0,-4,
02108,09:03:44.0000000,2011-12-09,2011-12-12,47,0,-2,
02108,01:49:38.0000000,2011-12-10,2011-12-11,40,0,2,
02108,01:49:38.0000000,2011-12-10,2011-12-13,45,0,-2,
02108,18:44:35.0000000,2011-12-11,2011-12-12,47,0,-2,
02108,18:44:35.0000000,2011-12-11,2011-12-14,40,20,-3,
02108,11:38:46.0000000,2011-12-12,2011-12-13,45,0,-2,
02108,11:38:46.0000000,2011-12-12,2011-12-15,49,50,-5,
02108,08:59:10.0000000,2011-12-13,2011-12-14,41,10,-2,
02108,08:59:10.0000000,2011-12-13,2011-12-16,49,10,-5,
02108,13:25:34.0000000,2011-12-15,2011-12-16,50,10,-4,
02108,13:25:34.0000000,2011-12-15,2011-12-18,34,20,6,
02108,09:53:45.0000000,2011-12-17,2011-12-18,31,0,3,
02108,09:53:45.0000000,2011-12-17,2011-12-20,40,20,-5,
02108,10:14:43.0000000,2011-12-18,2011-12-19,41,0,-4,
02108,10:14:43.0000000,2011-12-18,2011-12-21,49,50,-9,
02108,08:03:08.0000000,2011-12-19,2011-12-20,40,0,-5,
02108,08:03:08.0000000,2011-12-19,2011-12-22,50,10,-7,
02108,07:44:24.0000000,2011-12-20,2011-12-21,50,80,-8,
02108,07:44:24.0000000,2011-12-20,2011-12-23,43,20,-4,
02108,10:33:39.0000000,2011-12-21,2011-12-22,54,10,-3,
02108,10:33:39.0000000,2011-12-21,2011-12-24,38,20,7,
02108,09:48:12.0000000,2011-12-22,2011-12-23,40,90,-7,
02108,09:48:12.0000000,2011-12-22,2011-12-25,40,20,-2,
02108,09:53:42.0000000,2011-12-23,2011-12-24,29,10,-2,
02108,09:53:42.0000000,2011-12-23,2011-12-26,41,10,-2,
02108,09:18:42.0000000,2011-12-24,2011-12-25,41,40,-1,
02108,09:18:42.0000000,2011-12-24,2011-12-27,45,60,-11,
02108,09:17:56.0000000,2011-12-25,2011-12-26,43,10,0,
02108,09:17:56.0000000,2011-12-25,2011-12-28,43,30,-14,
02108,10:07:13.0000000,2011-12-26,2011-12-27,50,10,-6,
02108,10:07:13.0000000,2011-12-26,2011-12-29,32,10,-1,
02108,11:11:05.0000000,2011-12-27,2011-12-28,47,10,-10,
02108,11:11:05.0000000,2011-12-27,2011-12-30,45,30,1,
02108,09:52:44.0000000,2011-12-28,2011-12-29,32,0,-1,
02108,09:52:44.0000000,2011-12-28,2011-12-31,40,20,1,
02108,10:45:47.0000000,2011-12-29,2011-12-30,,,,
02108,10:45:47.0000000,2011-12-29,2012-01-01,,,,
02108,08:07:01.0000000,2011-12-30,2011-12-31,,,,
02108,08:07:01.0000000,2011-12-30,2012-01-02,,,,
02108,14:20:04.0000000,2011-12-31,2012-01-01,,,,
02108,14:20:04.0000000,2011-12-31,2012-01-03,,,,
02108,09:36:48.0000000,2012-01-01,2012-01-02,45,10,-6,
02108,09:36:48.0000000,2012-01-01,2012-01-04,23,10,-4,
02108,11:13:28.0000000,2012-01-02,2012-01-03,29,10,-5,
02108,11:13:28.0000000,2012-01-02,2012-01-05,36,10,-2,
02108,09:41:53.0000000,2012-01-03,2012-01-04,23,10,-4,
02108,09:41:53.0000000,2012-01-03,2012-01-06,34,10,-12,
02108,16:48:47.0000000,2012-01-04,2012-01-05,38,10,0,
02108,16:48:47.0000000,2012-01-04,2012-01-07,49,10,-10,
02108,08:29:13.0000000,2012-01-05,2012-01-06,43,20,-3,
02108,08:29:13.0000000,2012-01-05,2012-01-08,40,10,-5,
02108,08:30:58.0000000,2012-01-06,2012-01-07,49,0,-10,
02108,08:30:58.0000000,2012-01-06,2012-01-09,38,10,-2,
02108,10:02:37.0000000,2012-01-07,2012-01-08,41,0,-4,
02108,10:02:37.0000000,2012-01-07,2012-01-10,45,10,-2,
02108,11:05:30.0000000,2012-01-08,2012-01-09,38,0,-2,
02108,11:05:30.0000000,2012-01-08,2012-01-11,43,10,5,
02108,08:35:03.0000000,2012-01-09,2012-01-10,45,10,-2,
02108,08:35:03.0000000,2012-01-09,2012-01-12,43,80,-1,
02108,09:29:36.0000000,2012-01-10,2012-01-11,38,0,0,
02108,09:29:36.0000000,2012-01-10,2012-01-13,41,40,-11,
02108,10:38:09.0000000,2012-01-11,2012-01-12,43,100,-1,
02108,10:38:09.0000000,2012-01-11,2012-01-14,34,10,0,
02108,09:46:11.0000000,2012-01-12,2012-01-13,47,70,-5,
02108,09:46:11.0000000,2012-01-12,2012-01-15,18,10,-1,
02108,10:12:56.0000000,2012-01-13,2012-01-14,31,0,-3,
02108,10:12:56.0000000,2012-01-13,2012-01-16,34,0,0,
02108,07:19:49.0000000,2012-01-14,2012-01-15,22,0,3,
02108,07:19:49.0000000,2012-01-14,2012-01-17,47,50,0,
02108,12:37:17.0000000,2012-01-15,2012-01-16,32,0,-2,
02108,12:37:17.0000000,2012-01-15,2012-01-18,36,10,-15,
02108,09:31:02.0000000,2012-01-16,2012-01-17,47,70,0,
02108,09:31:02.0000000,2012-01-16,2012-01-19,31,20,-3,
02108,09:27:28.0000000,2012-01-17,2012-01-18,38,0,-13,
02108,09:27:28.0000000,2012-01-17,2012-01-20,31,20,0,
02108,10:13:26.0000000,2012-01-18,2012-01-19,31,10,-3,
02108,10:13:26.0000000,2012-01-18,2012-01-21,31,60,8,
02108,10:05:59.0000000,2012-01-19,2012-01-20,34,10,3,
02108,10:05:59.0000000,2012-01-19,2012-01-22,34,20,4,
02108,07:23:20.0000000,2012-01-20,2012-01-21,25,80,2,
02108,07:23:20.0000000,2012-01-20,2012-01-23,50,50,4,
02108,10:09:25.0000000,2012-01-21,2012-01-22,27,10,-3,
02108,10:09:25.0000000,2012-01-21,2012-01-24,43,10,-13,
02108,10:38:56.0000000,2012-01-22,2012-01-23,45,30,-1,
02108,10:38:56.0000000,2012-01-22,2012-01-25,40,10,-2,
02108,09:31:13.0000000,2012-01-23,2012-01-24,49,10,-7,
02108,09:31:13.0000000,2012-01-23,2012-01-26,43,40,3,
02108,08:31:14.0000000,2012-01-24,2012-01-25,40,0,-2,
02108,08:31:14.0000000,2012-01-24,2012-01-27,45,70,-1,
02108,09:20:16.0000000,2012-01-25,2012-01-26,38,10,-2,
02108,09:20:16.0000000,2012-01-25,2012-01-28,43,10,-2,
02108,09:38:14.0000000,2012-01-26,2012-01-27,50,100,4,
02108,09:38:14.0000000,2012-01-26,2012-01-29,43,30,0,
02108,10:24:14.0000000,2012-01-27,2012-01-28,45,0,0,
02108,10:24:14.0000000,2012-01-27,2012-01-30,36,10,-4,
02108,01:28:01.0000000,2012-01-28,2012-01-29,41,10,-2,
02108,01:28:01.0000000,2012-01-28,2012-01-31,41,10,-6,
02108,11:17:59.0000000,2012-01-29,2012-01-30,38,0,-2,
02108,11:17:59.0000000,2012-01-29,2012-02-01,49,30,-10,
02108,09:21:29.0530000,2012-01-30,2012-01-31,41,50,-6,
02108,09:21:29.0670000,2012-01-30,2012-02-02,43,20,-2,
02108,07:30:31.4970000,2012-01-31,2012-02-01,52,30,-7,
02108,11:25:04.0000000,2012-02-01,2012-02-02,40,10,-5,
02108,11:25:04.0000000,2012-02-01,2012-02-04,36,10,-7,
02108,08:14:18.0000000,2012-02-02,2012-02-03,36,0,-3,
02108,08:14:18.0000000,2012-02-02,2012-02-05,40,10,4,
02108,08:35:01.0000000,2012-02-03,2012-02-04,38,0,-5,
02108,08:35:01.0000000,2012-02-03,2012-02-06,45,10,-5,
02108,09:11:35.0000000,2012-02-04,2012-02-05,34,0,-2,
02108,09:11:35.0000000,2012-02-04,2012-02-07,43,0,-3,
02108,19:25:15.0000000,2012-02-05,2012-02-06,49,0,-1,
02108,19:25:15.0000000,2012-02-05,2012-02-08,36,10,-2,
02108,07:45:36.0000000,2012-02-06,2012-02-07,45,10,-1,
02108,07:45:36.0000000,2012-02-06,2012-02-09,43,10,-4,
02108,08:11:22.0000000,2012-02-07,2012-02-08,34,10,-4,
02108,08:11:22.0000000,2012-02-07,2012-02-10,45,20,-5,
02108,07:15:28.0000000,2012-02-08,2012-02-09,45,0,-2,
02108,07:15:28.0000000,2012-02-08,2012-02-11,34,20,-5,
02108,07:23:56.0000000,2012-02-09,2012-02-10,49,0,-1,
02108,07:23:56.0000000,2012-02-09,2012-02-12,23,10,-7,
02108,09:09:25.0000000,2012-02-10,2012-02-11,32,90,-7,
02108,09:09:25.0000000,2012-02-10,2012-02-13,31,10,-19,
02108,13:38:43.0000000,2012-02-11,2012-02-12,27,10,-3,
02108,13:38:43.0000000,2012-02-11,2012-02-14,43,20,-1,
02108,12:58:00.0000000,2012-02-12,2012-02-13,34,0,4,
02108,12:58:00.0000000,2012-02-12,2012-02-15,43,10,0,
02108,08:55:18.0000000,2012-02-13,2012-02-14,43,10,-1,
02108,08:55:18.0000000,2012-02-13,2012-02-16,47,30,2,
02108,17:31:29.0000000,2012-02-16,2012-02-17,48,60,-5,
02108,17:31:29.0000000,2012-02-16,2012-02-19,39,0,-7,
02108,08:27:45.0000000,2012-02-17,2012-02-18,46,10,-1,
02108,08:27:45.0000000,2012-02-17,2012-02-20,41,0,0,
02108,09:15:43.0000000,2012-02-18,2012-02-19,43,10,-3,
02108,09:15:43.0000000,2012-02-18,2012-02-21,46,0,2,
02108,13:30:30.0000000,2012-02-19,2012-02-20,41,0,0,
02108,13:30:30.0000000,2012-02-19,2012-02-22,54,0,-3,
02108,08:13:29.0000000,2012-02-20,2012-02-21,45,10,1,
02108,08:13:29.0000000,2012-02-20,2012-02-23,54,20,-1,
02108,08:31:07.0000000,2012-02-21,2012-02-22,52,20,-5,
02108,08:31:07.0000000,2012-02-21,2012-02-24,54,20,12,
02108,07:48:37.0000000,2012-02-22,2012-02-23,54,30,-1,
02108,07:48:37.0000000,2012-02-22,2012-02-25,50,0,-7,
02108,09:10:23.0000000,2012-02-23,2012-02-24,46,100,4,
02108,09:10:23.0000000,2012-02-23,2012-02-26,43,0,2,
02108,08:56:42.0000000,2012-02-24,2012-02-25,46,10,4,
02108,08:56:42.0000000,2012-02-24,2012-02-27,50,0,-2,
02108,18:12:42.0000000,2012-02-25,2012-02-26,41,0,0,
02108,18:12:42.0000000,2012-02-25,2012-02-28,46,0,-2,
02108,08:29:50.0000000,2012-02-27,2012-02-28,46,10,-2,
02108,08:29:50.0000000,2012-02-27,2012-03-01,37,60,0,
02108,08:46:38.0000000,2012-02-28,2012-02-29,39,90,3,
02108,08:46:38.0000000,2012-02-28,2012-03-02,43,0,8,
02108,07:53:58.0000000,2012-02-29,2012-03-01,39,90,2,
02108,07:53:58.0000000,2012-02-29,2012-03-03,52,70,5,
02108,14:50:23.0000000,2012-03-01,2012-03-02,36,20,1,
02108,14:50:23.0000000,2012-03-01,2012-03-04,43,0,1,
02108,07:59:21.0000000,2012-03-02,2012-03-03,52,90,5,
02108,07:59:21.0000000,2012-03-02,2012-03-05,43,0,5,
02108,09:19:34.0000000,2012-03-03,2012-03-04,45,10,3,
02108,09:19:34.0000000,2012-03-03,2012-03-06,39,0,0,
02108,13:57:06.0000000,2012-03-04,2012-03-05,37,0,-1,
02108,13:57:06.0000000,2012-03-04,2012-03-07,54,0,-8,
02108,10:08:55.0000000,2012-03-05,2012-03-06,37,0,-2,
02108,10:08:55.0000000,2012-03-05,2012-03-08,63,0,-5,
02108,07:53:19.0000000,2012-03-06,2012-03-07,54,0,-8,
